WKT,nama,deskripsi
"POLYGON ((106.798321 -6.2204381, 106.8000376 -6.2213341, 106.8023121 -6.22223, 106.8039429 -6.2232965, 106.806432 -6.2220167, 106.8081486 -6.22159, 106.8082345 -6.2159159, 106.8062604 -6.2154466, 106.8061316 -6.2150626, 106.8067324 -6.2131428, 106.8051446 -6.2129721, 106.7982781 -6.214636, 106.7982352 -6.2152333, 106.7982781 -6.2165985, 106.7982781 -6.2190303, 106.798321 -6.2204381))",Gelora Bung Karno,
