WKT,nama,deskripsi
"POLYGON ((106.8247591 -6.3083314, 106.8233429 -6.3064119, 106.8205963 -6.3059854, 106.816219 -6.3050896, 106.8169914 -6.307393, 106.815704 -6.3098244, 106.8175922 -6.3104215, 106.8176781 -6.3144738, 106.818236 -6.3163506, 106.8190943 -6.317417, 106.8242441 -6.3180141, 106.8248449 -6.317161, 106.8253599 -6.3149003, 106.8255745 -6.3120424, 106.8264757 -6.3113173, 106.8270336 -6.3088006, 106.8247591 -6.3083314))",Kebun Binatang Ragunan,
