WKT,nama,deskripsi
"LINESTRING (106.8260002 -6.175125, 106.8260109 -6.1745277, 106.8261397 -6.174421, 106.826719 -6.174325, 106.8279743 -6.174357, 106.8283391 -6.1748157, 106.8283176 -6.176341, 106.8279851 -6.176597, 106.8263972 -6.1765544, 106.8260646 -6.176245, 106.8260217 -6.1752104)",MONAS,
