WKT,name,description
"POLYGON ((106.8267714 -6.1179883, 106.7677199 -6.1097954, 106.7258345 -6.0940921, 106.6860091 -6.1207192, 106.6866957 -6.1623642, 106.7148482 -6.1910359, 106.721028 -6.2251668, 106.7553603 -6.2422315, 106.753987 -6.274994, 106.7917525 -6.3002471, 106.8652235 -6.3050246, 106.9208418 -6.305707, 106.9558608 -6.2633909, 106.938008 -6.2435966, 106.9538008 -6.2156104, 106.9613539 -6.2156104, 106.9750868 -6.1732869, 106.9695937 -6.118671, 106.970967 -6.0968231, 106.9126021 -6.1002369, 106.8734633 -6.1009197, 106.8514906 -6.1207192, 106.8267714 -6.1179883))",DKI Jakarta,
