WKT,name,description
"POLYGON ((110.3352825 -7.7680816, 110.3224079 -7.7981858, 110.3176014 -7.8116214, 110.3485004 -7.8294782, 110.3969089 -7.8233559, 110.404977 -7.8089003, 110.4077236 -7.7898521, 110.4102985 -7.7837292, 110.427808 -7.7799875, 110.427808 -7.7674013, 110.4195682 -7.7561754, 110.4006855 -7.7507325, 110.3704731 -7.7473306, 110.3546802 -7.7405268, 110.3352825 -7.7680816))",DIY (Yogyakarta),
