WKT,nama,deskripsi
"POLYGON ((106.8526729 -6.2364945, 106.8523242 -6.2376996, 106.8521526 -6.2382862, 106.8530055 -6.2383662, 106.8533703 -6.2381849, 106.8535473 -6.2372197, 106.8535527 -6.2362758, 106.8534776 -6.2358545, 106.8526568 -6.2360252, 106.8526783 -6.2365318, 106.8526729 -6.2364945))",Tebet Echo Park,
