WKT,nama,deskripsi
"POLYGON ((106.8894111 -6.3015037, 106.8894272 -6.3031939, 106.8894004 -6.3035192, 106.8893199 -6.3038551, 106.8894164 -6.3049481, 106.8914227 -6.3047402, 106.9029562 -6.3036098, 106.9043456 -6.3031086, 106.9058047 -6.3009092, 106.904131 -6.2999601, 106.9027256 -6.2997148, 106.899979 -6.298947, 106.8971358 -6.298883, 106.8950545 -6.2988297, 106.8941103 -6.2977099, 106.8921791 -6.2964409, 106.8904196 -6.2963129, 106.8882953 -6.2971021, 106.8873619 -6.2985524, 106.8894111 -6.3015037))",Taman Mini Indonesia,
