WKT,name,description
"POLYGON ((106.7477934 -6.3823435, 106.7385237 -6.4007677, 106.7357772 -6.4208971, 106.8016951 -6.4498956, 106.8607466 -6.4413668, 106.8765395 -6.4150971, 106.8586867 -6.3864378, 106.8477004 -6.3785903, 106.8037551 -6.3659659, 106.7896788 -6.3649423, 106.7477934 -6.3823435))",DEPOK,
